"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 2","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","price","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""405 W 18th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,449""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""405 W 18th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.66621,""longitude"":-117.10806},""url"":""https://www.zillow.com/homedetails/405-W-18th-St-National-City-CA-91950/337888921_zpid/""}","https://www.zillow.com/homedetails/405-W-18th-St-National-City-CA-91950/337888921_zpid/","405 W 18th St, National City, CA 91950","","$589,000","- Sold","3","bds","2.5","ba","1,449","sqft","Sold 06/17/2022","https://www.zillow.com/homedetails/405-W-18th-St-National-City-CA-91950/337888921_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.66621017456055,-117.10806274414062&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ujGaUXaqRTlRRym7ZJg62XLu1-E=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1815 Gamma St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,534""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1815 Gamma St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.690243,""longitude"":-117.09043},""url"":""https://www.zillow.com/homedetails/1815-Gamma-St-National-City-CA-91950/17094564_zpid/""}","https://www.zillow.com/homedetails/1815-Gamma-St-National-City-CA-91950/17094564_zpid/","1815 Gamma St, National City, CA 91950","RE/MAX COLLEGE PARK REALTY","$585,000","- Sold","3","bds","1","ba","1,534","sqft","Sold 12/16/2021","https://www.zillow.com/homedetails/1815-Gamma-St-National-City-CA-91950/17094564_zpid/","https://photos.zillowstatic.com/fp/ab38923dc9b93adab02fdde02d80fe7f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1730 La Posada St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""925""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1730 La Posada St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.688953,""longitude"":-117.09135},""url"":""https://www.zillow.com/homedetails/1730-La-Posada-St-National-City-CA-91950/17094643_zpid/""}","https://www.zillow.com/homedetails/1730-La-Posada-St-National-City-CA-91950/17094643_zpid/","1730 La Posada St, National City, CA 91950","SAND & SEA REALTY, INC","$585,000","- Sold","3","bds","1","ba","925","sqft","Sold 01/19/2022","https://www.zillow.com/homedetails/1730-La-Posada-St-National-City-CA-91950/17094643_zpid/","https://photos.zillowstatic.com/fp/297fc38cd49fe9cdb22ea21349ea5f80-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""540 L Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""940""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""540 L Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.681145,""longitude"":-117.09558},""url"":""https://www.zillow.com/homedetails/540-L-Ave-National-City-CA-91950/17096623_zpid/""}","https://www.zillow.com/homedetails/540-L-Ave-National-City-CA-91950/17096623_zpid/","540 L Ave, National City, CA 91950","ALLISON JAMES ESTATES & HOMES","$585,000","- Sold","3","bds","2","ba","940","sqft","Sold 06/03/2021","https://www.zillow.com/homedetails/540-L-Ave-National-City-CA-91950/17096623_zpid/","https://photos.zillowstatic.com/fp/8d24faeec608ffc9bb9b6687cae49981-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1911 Orange St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,456""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1911 Orange St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.673115,""longitude"":-117.07893},""url"":""https://www.zillow.com/homedetails/1911-Orange-St-National-City-CA-91950/17099583_zpid/""}","https://www.zillow.com/homedetails/1911-Orange-St-National-City-CA-91950/17099583_zpid/","1911 Orange St, National City, CA 91950","WOODSON REALTY GROUP","$585,000","- Sold","3","bds","2","ba","1,456","sqft","Sold 07/23/2021","https://www.zillow.com/homedetails/1911-Orange-St-National-City-CA-91950/17099583_zpid/","https://photos.zillowstatic.com/fp/f8b685754a92d50c414440f8ecba24f6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1117 Palm Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,295""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1117 Palm Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67739,""longitude"":-117.08909},""url"":""https://www.zillow.com/homedetails/1117-Palm-Ave-National-City-CA-91950/17097431_zpid/""}","https://www.zillow.com/homedetails/1117-Palm-Ave-National-City-CA-91950/17097431_zpid/","1117 Palm Ave, National City, CA 91950","BIG BLOCK REALTY, INC","$584,000","- Sold","3","bds","2","ba","1,295","sqft","Sold 08/26/2021","https://www.zillow.com/homedetails/1117-Palm-Ave-National-City-CA-91950/17097431_zpid/","https://photos.zillowstatic.com/fp/d526950c80c2b817944a153106d9f9e5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2709 E 1st St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,107""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2709 E 1st St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68927,""longitude"":-117.08151},""url"":""https://www.zillow.com/homedetails/2709-E-1st-St-National-City-CA-91950/17095768_zpid/""}","https://www.zillow.com/homedetails/2709-E-1st-St-National-City-CA-91950/17095768_zpid/","2709 E 1st St, National City, CA 91950","COVINGTON & ASSOCIATES","$582,000","- Sold","3","bds","2","ba","1,107","sqft","Sold 03/30/2021","https://www.zillow.com/homedetails/2709-E-1st-St-National-City-CA-91950/17095768_zpid/","https://photos.zillowstatic.com/fp/a9fefb9d8b9547dbdc884c698c28a68f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""726 E 1st St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,713""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""726 E 1st St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68386,""longitude"":-117.10153},""url"":""https://www.zillow.com/homedetails/726-E-1st-St-National-City-CA-91950/295363448_zpid/""}","https://www.zillow.com/homedetails/726-E-1st-St-National-City-CA-91950/295363448_zpid/","726 E 1st St, National City, CA 91950","REDFIN CORPORATION","$582,000","- Sold","3","bds","2","ba","1,713","sqft","Sold 11/03/2020","https://www.zillow.com/homedetails/726-E-1st-St-National-City-CA-91950/295363448_zpid/","https://photos.zillowstatic.com/fp/a97199ce7c7d36a206796a03860695e5-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""129 Norton Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""129 Norton Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.685516,""longitude"":-117.09397},""url"":""https://www.zillow.com/homedetails/129-Norton-Ave-National-City-CA-91950/17095343_zpid/""}","https://www.zillow.com/homedetails/129-Norton-Ave-National-City-CA-91950/17095343_zpid/","129 Norton Ave, National City, CA 91950","EXP REALTY OF CALIFORNIA INC","$580,000","- Sold","3","bds","2","ba","1,100","sqft","Sold 09/17/2021","https://www.zillow.com/homedetails/129-Norton-Ave-National-City-CA-91950/17095343_zpid/","https://photos.zillowstatic.com/fp/023782a38601f0189702647efbd1696b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""429-31 E 4th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,028""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""429-31 E 4th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.680897,""longitude"":-117.103615},""url"":""https://www.zillow.com/homedetails/429-31-E-4th-St-National-City-CA-91950/17096318_zpid/""}","https://www.zillow.com/homedetails/429-31-E-4th-St-National-City-CA-91950/17096318_zpid/","429-31 E 4th St, National City, CA 91950","","$580,000","- Sold","3","bds","2","ba","1,028","sqft","Sold 08/31/2021","https://www.zillow.com/homedetails/429-31-E-4th-St-National-City-CA-91950/17096318_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.6808967590332,-117.1036148071289&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mUnScsCQwoLl7n25BzkqD92_lMw=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3018 E 10th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,240""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3018 E 10th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6828,""longitude"":-117.0751},""url"":""https://www.zillow.com/homedetails/3018-E-10th-St-National-City-CA-91950/17097845_zpid/""}","https://www.zillow.com/homedetails/3018-E-10th-St-National-City-CA-91950/17097845_zpid/","3018 E 10th St, National City, CA 91950","MOGUL REAL ESTATE","$580,000","- Sold","3","bds","2","ba","1,240","sqft","Sold 12/01/2021","https://www.zillow.com/homedetails/3018-E-10th-St-National-City-CA-91950/17097845_zpid/","https://photos.zillowstatic.com/fp/8921326336119ec94b421c6fe9acd9ab-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4104 Avenida Arroyo, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,734""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4104 Avenida Arroyo"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.657818,""longitude"":-117.0583},""url"":""https://www.zillow.com/homedetails/4104-Avenida-Arroyo-National-City-CA-91950/63660373_zpid/""}","https://www.zillow.com/homedetails/4104-Avenida-Arroyo-National-City-CA-91950/63660373_zpid/","4104 Avenida Arroyo, National City, CA 91950","YOU FIRST REALTY BROKERAGE","$580,000","- Sold","3","bds","3","ba","1,734","sqft","Sold 07/29/2020","https://www.zillow.com/homedetails/4104-Avenida-Arroyo-National-City-CA-91950/63660373_zpid/","https://photos.zillowstatic.com/fp/76e7f6d052f4ba6f29541462d6646121-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3501 Fuentes Ct, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,463""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3501 Fuentes Ct"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.657818,""longitude"":-117.0583},""url"":""https://www.zillow.com/homedetails/3501-Fuentes-Ct-National-City-CA-91950/63660381_zpid/""}","https://www.zillow.com/homedetails/3501-Fuentes-Ct-National-City-CA-91950/63660381_zpid/","3501 Fuentes Ct, National City, CA 91950","","$580,000","- Sold","3","bds","2.5","ba","1,463","sqft","Sold 08/30/2021","https://www.zillow.com/homedetails/3501-Fuentes-Ct-National-City-CA-91950/63660381_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.65781784057617,-117.05829620361328&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=IGvEffyAs7dmRsU8Th1Nayd0nP0=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""935 Bucky Ln, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,389""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""935 Bucky Ln"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.688538,""longitude"":-117.10025},""url"":""https://www.zillow.com/homedetails/935-Bucky-Ln-National-City-CA-91950/17093272_zpid/""}","https://www.zillow.com/homedetails/935-Bucky-Ln-National-City-CA-91950/17093272_zpid/","935 Bucky Ln, National City, CA 91950","COLDWELL BANKER WEST","$575,000","- Sold","3","bds","2","ba","1,389","sqft","Sold 11/23/2022","https://www.zillow.com/homedetails/935-Bucky-Ln-National-City-CA-91950/17093272_zpid/","https://photos.zillowstatic.com/fp/036f044acfe679cd153d21be0044600b-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1637 Beta St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""906""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1637 Beta St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.691162,""longitude"":-117.09246},""url"":""https://www.zillow.com/homedetails/1637-Beta-St-National-City-CA-91950/17094520_zpid/""}","https://www.zillow.com/homedetails/1637-Beta-St-National-City-CA-91950/17094520_zpid/","1637 Beta St, National City, CA 91950","COLDWELL BANKER REALTY","$575,000","- Sold","3","bds","1","ba","906","sqft","Sold 01/10/2022","https://www.zillow.com/homedetails/1637-Beta-St-National-City-CA-91950/17094520_zpid/","https://photos.zillowstatic.com/fp/8ef831005f73d9e463ab2dd4460c61bb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2336 E 18th St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,524""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2336 E 18th St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.673756,""longitude"":-117.07908},""url"":""https://www.zillow.com/homedetails/2336-E-18th-St-National-City-CA-91950/17099590_zpid/""}","https://www.zillow.com/homedetails/2336-E-18th-St-National-City-CA-91950/17099590_zpid/","2336 E 18th St, National City, CA 91950","","$575,000","- Sold","3","bds","2","ba","1,524","sqft","Sold 03/25/2021","https://www.zillow.com/homedetails/2336-E-18th-St-National-City-CA-91950/17099590_zpid/","https://photos.zillowstatic.com/fp/95580bc948aeb179d48c0c0e0ab29671-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2775 Chaffee St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2775 Chaffee St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.667145,""longitude"":-117.07205},""url"":""https://www.zillow.com/homedetails/2775-Chaffee-St-National-City-CA-91950/17100985_zpid/""}","https://www.zillow.com/homedetails/2775-Chaffee-St-National-City-CA-91950/17100985_zpid/","2775 Chaffee St, National City, CA 91950","","$575,000","- Sold","3","bds","2","ba","1,500","sqft","Sold 05/03/2022","https://www.zillow.com/homedetails/2775-Chaffee-St-National-City-CA-91950/17100985_zpid/","https://photos.zillowstatic.com/fp/a6eeaed1100029eaf8d7314fa225afd4-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2336 E 18th St E, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,524""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2336 E 18th St E"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2336-E-18th-St-E-National-City-CA-91950/2067248494_zpid/""}","https://www.zillow.com/homedetails/2336-E-18th-St-E-National-City-CA-91950/2067248494_zpid/","2336 E 18th St E, National City, CA 91950","MISSION REALTY GROUP","$575,000","- Sold","3","bds","2","ba","1,524","sqft","Sold 03/26/2021","https://www.zillow.com/homedetails/2336-E-18th-St-E-National-City-CA-91950/2067248494_zpid/","https://photos.zillowstatic.com/fp/95580bc948aeb179d48c0c0e0ab29671-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1607 Morning Breeze Ln, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,443""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1607 Morning Breeze Ln"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.675945,""longitude"":-117.07762},""url"":""https://www.zillow.com/homedetails/1607-Morning-Breeze-Ln-National-City-CA-91950/17098144_zpid/""}","https://www.zillow.com/homedetails/1607-Morning-Breeze-Ln-National-City-CA-91950/17098144_zpid/","1607 Morning Breeze Ln, National City, CA 91950","FOSTER HAMILTON REAL ESTATE CO","$574,000","- Sold","3","bds","3","ba","1,443","sqft","Sold 10/19/2020","https://www.zillow.com/homedetails/1607-Morning-Breeze-Ln-National-City-CA-91950/17098144_zpid/","https://photos.zillowstatic.com/fp/673cf4c6981a4d947e6f184caf059224-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""311 N R Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,041""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""311 N R Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.691242,""longitude"":-117.090675},""url"":""https://www.zillow.com/homedetails/311-N-R-Ave-National-City-CA-91950/17094220_zpid/""}","https://www.zillow.com/homedetails/311-N-R-Ave-National-City-CA-91950/17094220_zpid/","311 N R Ave, National City, CA 91950","REAL ESTATE EBROKER, INC.","$573,000","- Sold","3","bds","1","ba","1,041","sqft","Sold 10/26/2022","https://www.zillow.com/homedetails/311-N-R-Ave-National-City-CA-91950/17094220_zpid/","https://photos.zillowstatic.com/fp/cd47d0e6806ef369a7066805ae54015f-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3019 E Plaza Blvd E, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""999""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3019 E Plaza Blvd E"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.681763,""longitude"":-117.074715},""url"":""https://www.zillow.com/homedetails/3019-E-Plaza-Blvd-E-National-City-CA-91950/17097860_zpid/""}","https://www.zillow.com/homedetails/3019-E-Plaza-Blvd-E-National-City-CA-91950/17097860_zpid/","3019 E Plaza Blvd E, National City, CA 91950","MARK HARBAUGH, JD BROKER","$570,000","- Sold","3","bds","2","ba","999","sqft","Sold 01/07/2022","https://www.zillow.com/homedetails/3019-E-Plaza-Blvd-E-National-City-CA-91950/17097860_zpid/","https://photos.zillowstatic.com/fp/e944f519fbfa6bbb5b8c58071c12b6f0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1728 Grove St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,036""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1728 Grove St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.67342,""longitude"":-117.082},""url"":""https://www.zillow.com/homedetails/1728-Grove-St-National-City-CA-91950/17099369_zpid/""}","https://www.zillow.com/homedetails/1728-Grove-St-National-City-CA-91950/17099369_zpid/","1728 Grove St, National City, CA 91950","COLDWELL BANKER REALTY","$570,000","- Sold","3","bds","2","ba","1,036","sqft","Sold 06/29/2021","https://www.zillow.com/homedetails/1728-Grove-St-National-City-CA-91950/17099369_zpid/","https://photos.zillowstatic.com/fp/e259f09e69ed1e3b47fb477a00ccddb0-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3724 Fairlindo Way, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3724 Fairlindo Way"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.659626,""longitude"":-117.05869},""url"":""https://www.zillow.com/homedetails/3724-Fairlindo-Way-National-City-CA-91950/17101641_zpid/""}","https://www.zillow.com/homedetails/3724-Fairlindo-Way-National-City-CA-91950/17101641_zpid/","3724 Fairlindo Way, National City, CA 91950","BIG BLOCK REALTY, INC.","$570,000","- Sold","3","bds","3","ba","1,400","sqft","Sold 12/13/2021","https://www.zillow.com/homedetails/3724-Fairlindo-Way-National-City-CA-91950/17101641_zpid/","https://photos.zillowstatic.com/fp/ad5e14847f53f2041004e07742c2e4a2-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""901 Manchester St, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""901 Manchester St"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68492,""longitude"":-117.07022},""url"":""https://www.zillow.com/homedetails/901-Manchester-St-National-City-CA-91950/17189406_zpid/""}","https://www.zillow.com/homedetails/901-Manchester-St-National-City-CA-91950/17189406_zpid/","901 Manchester St, National City, CA 91950","BIG BLOCK REALTY, INC.","$570,000","- Sold","3","bds","2","ba","1,500","sqft","Sold 12/23/2022","https://www.zillow.com/homedetails/901-Manchester-St-National-City-CA-91950/17189406_zpid/","https://photos.zillowstatic.com/fp/97f169b1ed0d59dd7d683477690d40c9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2024 E Ave, National City, CA 91950"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""984""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2024 E Ave"",""addressLocality"":""National City"",""addressRegion"":""CA"",""postalCode"":""91950""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.666412,""longitude"":-117.09788},""url"":""https://www.zillow.com/homedetails/2024-E-Ave-National-City-CA-91950/17098967_zpid/""}","https://www.zillow.com/homedetails/2024-E-Ave-National-City-CA-91950/17098967_zpid/","2024 E Ave, National City, CA 91950","EXP REALTY OF CALIFORNIA, INC","$569,000","- Sold","3","bds","2","ba","984","sqft","Sold 05/28/2021","https://www.zillow.com/homedetails/2024-E-Ave-National-City-CA-91950/17098967_zpid/","https://photos.zillowstatic.com/fp/0ee4996042ef295822fc96a1eec581a2-p_e.jpg","Save this home"
