"ListItem-c11n-8-85-1__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 2","price","StyledPropertyCardDataArea-c11n-8-85-1__sc-yipmu-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-85-1__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-85-1__sc-6gojrl-0","Image-c11n-8-85-1__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-85-1__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5244 Caminito Apartado, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,975""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5244 Caminito Apartado"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77281,""longitude"":-117.103905},""url"":""https://www.zillow.com/homedetails/5244-Caminito-Apartado-San-Diego-CA-92108/16994121_zpid/""}","https://www.zillow.com/homedetails/5244-Caminito-Apartado-San-Diego-CA-92108/16994121_zpid/","5244 Caminito Apartado, San Diego, CA 92108","C EDWARD & CO","$818,000","- Sold","3","bds","3","ba","1,975","sqft","Sold 07/15/2021","https://photos.zillowstatic.com/fp/c0957e9c0bc00869d5953ddff0ea40b6-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2410 Community Ln Unit 46, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,648""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2410 Community Ln UNIT 46"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2410-Community-Ln-UNIT-46-San-Diego-CA-92108/333211964_zpid/""}","https://www.zillow.com/homedetails/2410-Community-Ln-UNIT-46-San-Diego-CA-92108/333211964_zpid/","2410 Community Ln UNIT 46, San Diego, CA 92108","","$817,500","- Sold","3","bds","2.5","ba","1,648","sqft","Sold 03/19/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.77920913696289,-117.14553833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Qx6nxSyAZZ0bE9HEmvuc5oqWH18=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7497 Hazard Center Dr, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,345""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7497 Hazard Center Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.769466,""longitude"":-117.15903},""url"":""https://www.zillow.com/homedetails/7497-Hazard-Center-Dr-San-Diego-CA-92108/16945426_zpid/""}","https://www.zillow.com/homedetails/7497-Hazard-Center-Dr-San-Diego-CA-92108/16945426_zpid/","7497 Hazard Center Dr, San Diego, CA 92108","WILLIS ALLEN REAL ESTATE","$815,000","- Sold","3","bds","3","ba","1,345","sqft","Sold 09/07/2021","https://photos.zillowstatic.com/fp/a76fa856a8179c9943623b95de335e76-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2637 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,585""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2637 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2637-Aperture-Cir-San-Diego-CA-92108/122075294_zpid/""}","https://www.zillow.com/homedetails/2637-Aperture-Cir-San-Diego-CA-92108/122075294_zpid/","2637 Aperture Cir, San Diego, CA 92108","CENTURY 21 AWARD","$815,000","- Sold","3","bds","3","ba","1,585","sqft","Sold 03/20/2020","https://photos.zillowstatic.com/fp/1efd886fd574e7b8757793e2f9599773-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2551 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,585""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2551 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2551-Aperture-Cir-San-Diego-CA-92108/122075423_zpid/""}","https://www.zillow.com/homedetails/2551-Aperture-Cir-San-Diego-CA-92108/122075423_zpid/","2551 Aperture Cir, San Diego, CA 92108","REDFIN CORPORATION","$815,000","- Sold","3","bds","3","ba","1,585","sqft","Sold 12/14/2020","https://photos.zillowstatic.com/fp/e0a7d2b3f7696cc5f54396b059687009-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2410 Community Ln #50, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2410 Community Ln #50"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2410-Community-Ln-50-San-Diego-CA-92108/333211968_zpid/""}","https://www.zillow.com/homedetails/2410-Community-Ln-50-San-Diego-CA-92108/333211968_zpid/","2410 Community Ln #50, San Diego, CA 92108","","$815,000","- Sold","3","bds","2.5","ba","1,600","sqft","Sold 08/14/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.77920913696289,-117.14553833007812&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Qx6nxSyAZZ0bE9HEmvuc5oqWH18=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8301 Rio San Diego Dr Unit 22, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,102""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8301 Rio San Diego Dr UNIT 22"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77397,""longitude"":-117.14635},""url"":""https://www.zillow.com/homedetails/8301-Rio-San-Diego-Dr-UNIT-22-San-Diego-CA-92108/63775850_zpid/""}","https://www.zillow.com/homedetails/8301-Rio-San-Diego-Dr-UNIT-22-San-Diego-CA-92108/63775850_zpid/","8301 Rio San Diego Dr UNIT 22, San Diego, CA 92108","COMPASS","$810,000","- Sold","3","bds","3","ba","2,102","sqft","Sold 11/09/2021","https://photos.zillowstatic.com/fp/299f3a6dccc0f61d291b3037fe615e7d-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2958 Via Alta Pl #47, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2958 Via Alta Pl #47"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2958-Via-Alta-Pl-47-San-Diego-CA-92108/2078519727_zpid/""}","https://www.zillow.com/homedetails/2958-Via-Alta-Pl-47-San-Diego-CA-92108/2078519727_zpid/","2958 Via Alta Pl #47, San Diego, CA 92108","TNHC REALTY AND CONSTRUCTION","$810,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 12/22/2020","https://photos.zillowstatic.com/fp/1278f9233795a7b434764ab3c9892065-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2900 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2900 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2900-Via-Alta-Pl-San-Diego-CA-92108/305156390_zpid/""}","https://www.zillow.com/homedetails/2900-Via-Alta-Pl-San-Diego-CA-92108/305156390_zpid/","2900 Via Alta Pl, San Diego, CA 92108","","$808,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 04/24/2020","https://photos.zillowstatic.com/fp/3ca6bb2ba16a4234133ccc2c553a6fcf-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2900 Via Alta Pl #58, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2900 Via Alta Pl #58"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2900-Via-Alta-Pl-58-San-Diego-CA-92108/2080504445_zpid/""}","https://www.zillow.com/homedetails/2900-Via-Alta-Pl-58-San-Diego-CA-92108/2080504445_zpid/","2900 Via Alta Pl #58, San Diego, CA 92108","TNHC REALTY AND CONSTRUCTION","$807,900","- Sold","3","bds","3","ba","1,515","sqft","Sold 04/24/2020","https://photos.zillowstatic.com/fp/5e5743fb22d76dfd5462ea199a57ac93-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2797 Villas Way, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,762""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2797 Villas Way"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784145,""longitude"":-117.134094},""url"":""https://www.zillow.com/homedetails/2797-Villas-Way-San-Diego-CA-92108/63477863_zpid/""}","https://www.zillow.com/homedetails/2797-Villas-Way-San-Diego-CA-92108/63477863_zpid/","2797 Villas Way, San Diego, CA 92108","COMPASS","$805,000","- Sold","3","bds","3","ba","1,762","sqft","Sold 10/07/2020","https://photos.zillowstatic.com/fp/bfd031e05beff731086f81185b52d7ae-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8355 Station Village Ln Unit 4102, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,538""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8355 Station Village Ln UNIT 4102"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.773464,""longitude"":-117.14565},""url"":""https://www.zillow.com/homedetails/8355-Station-Village-Ln-UNIT-4102-San-Diego-CA-92108/63659358_zpid/""}","https://www.zillow.com/homedetails/8355-Station-Village-Ln-UNIT-4102-San-Diego-CA-92108/63659358_zpid/","8355 Station Village Ln UNIT 4102, San Diego, CA 92108","BIG BLOCK REALTY, INC.","$805,000","- Sold","3","bds","2","ba","1,538","sqft","Sold 03/04/2022","https://photos.zillowstatic.com/fp/d70f8d459091ff379595d7be7a2f7b62-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2595 Aperture Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,894""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2595 Aperture Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78184,""longitude"":-117.149216},""url"":""https://www.zillow.com/homedetails/2595-Aperture-Cir-San-Diego-CA-92108/122065051_zpid/""}","https://www.zillow.com/homedetails/2595-Aperture-Cir-San-Diego-CA-92108/122065051_zpid/","2595 Aperture Cir, San Diego, CA 92108","BIG BLOCK REALTY, INC.","$805,000","- Sold","3","bds","3","ba","1,894","sqft","Sold 03/09/2020","https://photos.zillowstatic.com/fp/9eec796ee45c10131081d7d1083eb1e1-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2930 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2930 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2930-Via-Alta-Pl-San-Diego-CA-92108/305156386_zpid/""}","https://www.zillow.com/homedetails/2930-Via-Alta-Pl-San-Diego-CA-92108/305156386_zpid/","2930 Via Alta Pl, San Diego, CA 92108","","$805,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 12/01/2020","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.78316879272461,-117.14506530761719&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=elGT9Qi1aoqF7zQVyWz6tT7A87Q=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""954 Camino De La Reina Unit 95, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,646""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""954 Camino De La Reina UNIT 95"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.768867,""longitude"":-117.15598},""url"":""https://www.zillow.com/homedetails/954-Camino-De-La-Reina-UNIT-95-San-Diego-CA-92108/16946982_zpid/""}","https://www.zillow.com/homedetails/954-Camino-De-La-Reina-UNIT-95-San-Diego-CA-92108/16946982_zpid/","954 Camino De La Reina UNIT 95, San Diego, CA 92108","","$800,000","- Sold","3","bds","3","ba","1,646","sqft","Sold 02/23/2022","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.76886749267578,-117.1559829711914&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=91muz89lOgBvg8PxL74MKSNU59Q=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4445 Caminito Ocio, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,667""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4445 Caminito Ocio"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77492,""longitude"":-117.10031},""url"":""https://www.zillow.com/homedetails/4445-Caminito-Ocio-San-Diego-CA-92108/16994021_zpid/""}","https://www.zillow.com/homedetails/4445-Caminito-Ocio-San-Diego-CA-92108/16994021_zpid/","4445 Caminito Ocio, San Diego, CA 92108","SOLYMAR REAL ESTATE","$800,000","- Sold","3","bds","2","ba","1,667","sqft","Sold 03/01/2023","https://photos.zillowstatic.com/fp/668200b9c460b2ad60b88eff7d705c34-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2903 Escala Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,782""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2903 Escala Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78122,""longitude"":-117.133865},""url"":""https://www.zillow.com/homedetails/2903-Escala-Cir-San-Diego-CA-92108/63477896_zpid/""}","https://www.zillow.com/homedetails/2903-Escala-Cir-San-Diego-CA-92108/63477896_zpid/","2903 Escala Cir, San Diego, CA 92108","STEVE VANDE VEGTE, BROKER","$800,000","- Sold","3","bds","4","ba","1,782","sqft","Sold 10/06/2021","https://photos.zillowstatic.com/fp/c55d56882ddaf7d76f65a6246bd0a4bb-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8211 Station Village Ln Unit 1305, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,776""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8211 Station Village Ln UNIT 1305"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77269,""longitude"":-117.1484},""url"":""https://www.zillow.com/homedetails/8211-Station-Village-Ln-UNIT-1305-San-Diego-CA-92108/63659458_zpid/""}","https://www.zillow.com/homedetails/8211-Station-Village-Ln-UNIT-1305-San-Diego-CA-92108/63659458_zpid/","8211 Station Village Ln UNIT 1305, San Diego, CA 92108","CALIFORNIA LENDING & REALTY","$800,000","- Sold","3","bds","2","ba","1,776","sqft","Sold 06/22/2021","https://photos.zillowstatic.com/fp/cc70ce3a10610cc133132ad1977211a3-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2985 Escala Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,589""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2985 Escala Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78122,""longitude"":-117.133865},""url"":""https://www.zillow.com/homedetails/2985-Escala-Cir-San-Diego-CA-92108/63775659_zpid/""}","https://www.zillow.com/homedetails/2985-Escala-Cir-San-Diego-CA-92108/63775659_zpid/","2985 Escala Cir, San Diego, CA 92108","COMPASS","$800,000","- Sold","3","bds","3","ba","1,589","sqft","Sold 07/29/2021","https://photos.zillowstatic.com/fp/bfd678f16cd3d56df98d847148879c0c-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2895 Escala Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,279""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2895 Escala Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78122,""longitude"":-117.133865},""url"":""https://www.zillow.com/homedetails/2895-Escala-Cir-San-Diego-CA-92108/63775669_zpid/""}","https://www.zillow.com/homedetails/2895-Escala-Cir-San-Diego-CA-92108/63775669_zpid/","2895 Escala Cir, San Diego, CA 92108","PROWEST PROPERTIES","$800,000","- Sold","3","bds","3","ba","1,279","sqft","Sold 03/14/2022","https://photos.zillowstatic.com/fp/92d8a2b56ffb7e4239f06c8f77a8a226-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2912 Escala Cir, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,589""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2912 Escala Cir"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78122,""longitude"":-117.133865},""url"":""https://www.zillow.com/homedetails/2912-Escala-Cir-San-Diego-CA-92108/63775672_zpid/""}","https://www.zillow.com/homedetails/2912-Escala-Cir-San-Diego-CA-92108/63775672_zpid/","2912 Escala Cir, San Diego, CA 92108","MILLENNIUM REALTY SFV, INC.","$800,000","- Sold","3","bds","3","ba","1,589","sqft","Sold 09/15/2021","https://photos.zillowstatic.com/fp/2c9e8d49bb9f9aa6887066e4980f6053-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Via Alta, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,774""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Via Alta"",""addressLocality"":""San diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.779247,""longitude"":-117.14823},""url"":""https://www.zillow.com/homedetails/Via-Alta-San-Diego-CA-92108/305156466_zpid/""}","https://www.zillow.com/homedetails/Via-Alta-San-Diego-CA-92108/305156466_zpid/","Via Alta, San Diego, CA 92108","","$800,000","- Sold","3","bds","3.5","ba","1,774","sqft","Sold 09/30/2020","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.77924728393555,-117.14823150634766&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=E9W3GwDsMLHnq7YTnnlQ5PHeNlU=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2410 Community Ln Unit 47, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2410 Community Ln UNIT 47"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.77921,""longitude"":-117.14554},""url"":""https://www.zillow.com/homedetails/2410-Community-Ln-UNIT-47-San-Diego-CA-92108/333211965_zpid/""}","https://www.zillow.com/homedetails/2410-Community-Ln-UNIT-47-San-Diego-CA-92108/333211965_zpid/","2410 Community Ln UNIT 47, San Diego, CA 92108","","$800,000","- Sold","3","bds","2.5","ba","1,600","sqft","Sold 09/28/2020","https://photos.zillowstatic.com/fp/cea88d8bbdbe83023d671e18a7013ad9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2864 Via Alta Pl, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,774""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2864 Via Alta Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.78317,""longitude"":-117.145065},""url"":""https://www.zillow.com/homedetails/2864-Via-Alta-Pl-San-Diego-CA-92108/299854571_zpid/""}","https://www.zillow.com/homedetails/2864-Via-Alta-Pl-San-Diego-CA-92108/299854571_zpid/","2864 Via Alta Pl, San Diego, CA 92108","COMPASS","$799,000","- Sold","3","bds","4","ba","1,774","sqft","Sold 10/19/2020","https://photos.zillowstatic.com/fp/b8ae1092c7fb035f875b5c678e44c9b9-p_e.jpg","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""Via Alta, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""Via Alta"",""addressLocality"":""San diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.779247,""longitude"":-117.14823},""url"":""https://www.zillow.com/homedetails/Via-Alta-San-Diego-CA-92108/305156569_zpid/""}","https://www.zillow.com/homedetails/Via-Alta-San-Diego-CA-92108/305156569_zpid/","Via Alta, San Diego, CA 92108","","$799,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 07/17/2020","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=32.77924728393555,-117.14823150634766&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=E9W3GwDsMLHnq7YTnnlQ5PHeNlU=","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2928 Via Alta Pl #57, San Diego, CA 92108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,515""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2928 Via Alta Pl #57"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2928-Via-Alta-Pl-57-San-Diego-CA-92108/2079317413_zpid/""}","https://www.zillow.com/homedetails/2928-Via-Alta-Pl-57-San-Diego-CA-92108/2079317413_zpid/","2928 Via Alta Pl #57, San Diego, CA 92108","TNHC REALTY AND CONSTRUCTION","$799,000","- Sold","3","bds","3","ba","1,515","sqft","Sold 07/17/2020","https://photos.zillowstatic.com/fp/1278f9233795a7b434764ab3c9892065-p_e.jpg","Save this home"
