"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2993 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,679""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2993 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2993-W-Canyon-Ave-W-San-Diego-CA-92123/2067243823_zpid/""}","https://www.zillow.com/homedetails/2993-W-Canyon-Ave-W-San-Diego-CA-92123/2067243823_zpid/","2993 W Canyon Ave W, San Diego, CA 92123","$910,000","- Sold","3","bds","3","ba","1,679","sqft","Sold 10/22/2021","https://photos.zillowstatic.com/fp/7e248ab6ce2345cb0c24a15a61f3932d-p_e.jpg","Save this home","WINDERMERE HOMES & ESTATES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3436 Angwin Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3436 Angwin Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80447,""longitude"":-117.12676},""url"":""https://www.zillow.com/homedetails/3436-Angwin-Dr-San-Diego-CA-92123/16933092_zpid/""}","https://www.zillow.com/homedetails/3436-Angwin-Dr-San-Diego-CA-92123/16933092_zpid/","3436 Angwin Dr, San Diego, CA 92123","$907,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 09/09/2022","https://photos.zillowstatic.com/fp/76ee55a03facb8efbb815f1710e6342a-p_e.jpg","Save this home","COVINGTON & ASSOCIATES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8664 Anrol Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,775""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8664 Anrol Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79298,""longitude"":-117.14625},""url"":""https://www.zillow.com/homedetails/8664-Anrol-Ave-San-Diego-CA-92123/16930950_zpid/""}","https://www.zillow.com/homedetails/8664-Anrol-Ave-San-Diego-CA-92123/16930950_zpid/","8664 Anrol Ave, San Diego, CA 92123","$905,000","- Sold","3","bds","2","ba","1,775","sqft","Sold 04/13/2022","https://photos.zillowstatic.com/fp/e930555c89316e2f6352f4137ecc6d02-p_e.jpg","Save this home","ZIEGLER REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3032 Masters Pl, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3032 Masters Pl"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79972,""longitude"":-117.12312},""url"":""https://www.zillow.com/homedetails/3032-Masters-Pl-San-Diego-CA-92123/16931711_zpid/""}","https://www.zillow.com/homedetails/3032-Masters-Pl-San-Diego-CA-92123/16931711_zpid/","3032 Masters Pl, San Diego, CA 92123","$905,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 07/20/2021","https://photos.zillowstatic.com/fp/5c4e8843cc4a8ab460e3919dd9e1799e-p_e.jpg","Save this home","DOUGLAS ELLIMAN OF CALIFORNIA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8853 Heraldry St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,381""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8853 Heraldry St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.807083,""longitude"":-117.137955},""url"":""https://www.zillow.com/homedetails/8853-Heraldry-St-San-Diego-CA-92123/16919259_zpid/""}","https://www.zillow.com/homedetails/8853-Heraldry-St-San-Diego-CA-92123/16919259_zpid/","8853 Heraldry St, San Diego, CA 92123","$902,000","- Sold","3","bds","2","ba","1,381","sqft","Sold 08/31/2021","https://photos.zillowstatic.com/fp/93372585ca7d6a9fb50ff6d0287c4b4b-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8920 Gowdy Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,288""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8920 Gowdy Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79484,""longitude"":-117.13984},""url"":""https://www.zillow.com/homedetails/8920-Gowdy-Ave-San-Diego-CA-92123/16930894_zpid/""}","https://www.zillow.com/homedetails/8920-Gowdy-Ave-San-Diego-CA-92123/16930894_zpid/","8920 Gowdy Ave, San Diego, CA 92123","$902,000","- Sold","3","bds","2","ba","1,288","sqft","Sold 02/03/2022","https://photos.zillowstatic.com/fp/dd71cd0cf10eb5dabb4c76c9b5f93177-p_e.jpg","Save this home","EXP REALTY OF CALIFORNIA, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3459 Dorchester Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,445""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3459 Dorchester Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.806637,""longitude"":-117.124214},""url"":""https://www.zillow.com/homedetails/3459-Dorchester-Dr-San-Diego-CA-92123/16919840_zpid/""}","https://www.zillow.com/homedetails/3459-Dorchester-Dr-San-Diego-CA-92123/16919840_zpid/","3459 Dorchester Dr, San Diego, CA 92123","$900,000","- Sold","3","bds","2","ba","1,445","sqft","Sold 12/20/2021","https://photos.zillowstatic.com/fp/5282e53c87e365b5984aea43abb801db-p_e.jpg","Save this home","COLDWELL BANKER WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8321 Neva Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,048""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8321 Neva Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79931,""longitude"":-117.14725},""url"":""https://www.zillow.com/homedetails/8321-Neva-Ave-San-Diego-CA-92123/16930177_zpid/""}","https://www.zillow.com/homedetails/8321-Neva-Ave-San-Diego-CA-92123/16930177_zpid/","8321 Neva Ave, San Diego, CA 92123","$900,000","- Sold","3","bds","2","ba","1,048","sqft","Sold 12/30/2021","https://photos.zillowstatic.com/fp/86370e3a609bdb6ddc444f22938195af-p_e.jpg","Save this home","ACROPOLIS ENTERPRISE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2837 W Canyon Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,554""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2837 W Canyon Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79853,""longitude"":-117.116554},""url"":""https://www.zillow.com/homedetails/2837-W-Canyon-Ave-San-Diego-CA-92123/16931541_zpid/""}","https://www.zillow.com/homedetails/2837-W-Canyon-Ave-San-Diego-CA-92123/16931541_zpid/","2837 W Canyon Ave, San Diego, CA 92123","$900,000","- Sold","3","bds","3","ba","1,554","sqft","Sold 08/22/2022","https://photos.zillowstatic.com/fp/70bb4672b6153d848de91a077a92b418-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2944 Mobley St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,150""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2944 Mobley St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.796993,""longitude"":-117.13605},""url"":""https://www.zillow.com/homedetails/2944-Mobley-St-San-Diego-CA-92123/16932894_zpid/""}","https://www.zillow.com/homedetails/2944-Mobley-St-San-Diego-CA-92123/16932894_zpid/","2944 Mobley St, San Diego, CA 92123","$900,000","- Sold","3","bds","2","ba","1,150","sqft","Sold 04/20/2021","https://photos.zillowstatic.com/fp/cb5fd569ba44420b42da3730f1dd543c-p_e.jpg","Save this home","COASTAL ROCK REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9633 Stonecrest Blvd, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,307""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9633 Stonecrest Blvd"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.80105,""longitude"":-117.11765},""url"":""https://www.zillow.com/homedetails/9633-Stonecrest-Blvd-San-Diego-CA-92123/16933304_zpid/""}","https://www.zillow.com/homedetails/9633-Stonecrest-Blvd-San-Diego-CA-92123/16933304_zpid/","9633 Stonecrest Blvd, San Diego, CA 92123","$900,000","- Sold","3","bds","3","ba","1,307","sqft","Sold 11/12/2021","https://photos.zillowstatic.com/fp/493ba7a5f53a7ca15331cf11f31c6be7-p_e.jpg","Save this home","WILLIS ALLEN REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2837 W Canyon Ave W, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,512""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2837 W Canyon Ave W"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/2837-W-Canyon-Ave-W-San-Diego-CA-92123/2062395628_zpid/""}","https://www.zillow.com/homedetails/2837-W-Canyon-Ave-W-San-Diego-CA-92123/2062395628_zpid/","2837 W Canyon Ave W, San Diego, CA 92123","$900,000","- Sold","3","bds","3","ba","1,512","sqft","Sold 08/22/2022","https://photos.zillowstatic.com/fp/22ec63a9ffd7d5aba7a7440cc2dd7291-p_e.jpg","Save this home","CASCIO REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3473 Angwin Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,150""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3473 Angwin Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.805298,""longitude"":-117.12625},""url"":""https://www.zillow.com/homedetails/3473-Angwin-Dr-San-Diego-CA-92123/16919811_zpid/""}","https://www.zillow.com/homedetails/3473-Angwin-Dr-San-Diego-CA-92123/16919811_zpid/","3473 Angwin Dr, San Diego, CA 92123","$899,988","- Sold","3","bds","2","ba","1,150","sqft","Sold 01/07/2022","https://photos.zillowstatic.com/fp/8411105010e42415fe254d4dc2d0602f-p_e.jpg","Save this home","MR AGENT RE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8944 Laddie Ln, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,360""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8944 Laddie Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.803566,""longitude"":-117.13557},""url"":""https://www.zillow.com/homedetails/8944-Laddie-Ln-San-Diego-CA-92123/16929938_zpid/""}","https://www.zillow.com/homedetails/8944-Laddie-Ln-San-Diego-CA-92123/16929938_zpid/","8944 Laddie Ln, San Diego, CA 92123","$899,000","- Sold","3","bds","2","ba","1,360","sqft","Sold 01/25/2023","https://photos.zillowstatic.com/fp/4f9836b6c11409b22f1ab92791f7c0b5-p_e.jpg","Save this home","REDFIN CORPORATION"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3052 Kobe Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,234""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3052 Kobe Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79995,""longitude"":-117.13811},""url"":""https://www.zillow.com/homedetails/3052-Kobe-Dr-San-Diego-CA-92123/16930313_zpid/""}","https://www.zillow.com/homedetails/3052-Kobe-Dr-San-Diego-CA-92123/16930313_zpid/","3052 Kobe Dr, San Diego, CA 92123","$899,000","- Sold","3","bds","2","ba","1,234","sqft","Sold 09/03/2021","https://photos.zillowstatic.com/fp/fd79464c305e6a7bdfc1db88213f9ae2-p_e.jpg","Save this home","ALLISON JAMES ESTATES & HOMES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9168 Hector Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9168 Hector Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.792118,""longitude"":-117.12912},""url"":""https://www.zillow.com/homedetails/9168-Hector-Ave-San-Diego-CA-92123/16932330_zpid/""}","https://www.zillow.com/homedetails/9168-Hector-Ave-San-Diego-CA-92123/16932330_zpid/","9168 Hector Ave, San Diego, CA 92123","$899,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 09/14/2022","https://photos.zillowstatic.com/fp/be031f841943025065d1ec19edbe500f-p_e.jpg","Save this home","COLDWELL BANKER REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9607 W Canyon Ter Unit 3, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,402""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9607 W Canyon Ter UNIT 3"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.802803,""longitude"":-117.11859},""url"":""https://www.zillow.com/homedetails/9607-W-Canyon-Ter-UNIT-3-San-Diego-CA-92123/16933463_zpid/""}","https://www.zillow.com/homedetails/9607-W-Canyon-Ter-UNIT-3-San-Diego-CA-92123/16933463_zpid/","9607 W Canyon Ter UNIT 3, San Diego, CA 92123","$895,000","- Sold","3","bds","3","ba","1,402","sqft","Sold 08/01/2022","https://photos.zillowstatic.com/fp/a3365305d74f38fdce6e2ab8261e4401-p_e.jpg","Save this home","WILLIS ALLEN REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2684 Meadow Lark Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,410""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2684 Meadow Lark Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.790234,""longitude"":-117.15496},""url"":""https://www.zillow.com/homedetails/2684-Meadow-Lark-Dr-San-Diego-CA-92123/17200520_zpid/""}","https://www.zillow.com/homedetails/2684-Meadow-Lark-Dr-San-Diego-CA-92123/17200520_zpid/","2684 Meadow Lark Dr, San Diego, CA 92123","$895,000","- Sold","3","bds","2","ba","1,410","sqft","Sold 01/18/2023","https://photos.zillowstatic.com/fp/aa65cca459dfff8f146509cf6780057d-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2212 Finch Ln, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2212 Finch Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784058,""longitude"":-117.15829},""url"":""https://www.zillow.com/homedetails/2212-Finch-Ln-San-Diego-CA-92123/17200696_zpid/""}","https://www.zillow.com/homedetails/2212-Finch-Ln-San-Diego-CA-92123/17200696_zpid/","2212 Finch Ln, San Diego, CA 92123","$895,000","- Sold","3","bds","2","ba","1,050","sqft","Sold 02/21/2023","https://photos.zillowstatic.com/fp/5f28c3df1efb7573fb262fe40e6489a1-p_e.jpg","Save this home","DEFOREST REAL ESTATE BROKERAGE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2231 Finch Ln, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,050""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2231 Finch Ln"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.784496,""longitude"":-117.157715},""url"":""https://www.zillow.com/homedetails/2231-Finch-Ln-San-Diego-CA-92123/17200710_zpid/""}","https://www.zillow.com/homedetails/2231-Finch-Ln-San-Diego-CA-92123/17200710_zpid/","2231 Finch Ln, San Diego, CA 92123","$892,000","- Sold","3","bds","2","ba","1,050","sqft","Sold 06/21/2021","https://photos.zillowstatic.com/fp/a60c9c140a036f8ec695bbe626c1b7e8-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8859 Armorss Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,757""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8859 Armorss Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.793766,""longitude"":-117.14142},""url"":""https://www.zillow.com/homedetails/8859-Armorss-Ave-San-Diego-CA-92123/16930879_zpid/""}","https://www.zillow.com/homedetails/8859-Armorss-Ave-San-Diego-CA-92123/16930879_zpid/","8859 Armorss Ave, San Diego, CA 92123","BERKSHIRE HATHAWAY HOMESERVICE","$890,000","3","bds","2","ba","1,757","sqft","Sold 09/19/2022","https://photos.zillowstatic.com/fp/2c92332ba84999721c3e6fdc9979e907-p_e.jpg","Save this home","- Sold"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2691 Russmar Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,316""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2691 Russmar Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79455,""longitude"":-117.13847},""url"":""https://www.zillow.com/homedetails/2691-Russmar-Dr-San-Diego-CA-92123/16930928_zpid/""}","https://www.zillow.com/homedetails/2691-Russmar-Dr-San-Diego-CA-92123/16930928_zpid/","2691 Russmar Dr, San Diego, CA 92123","$885,000","- Sold","3","bds","2","ba","1,316","sqft","Sold 04/05/2021","https://photos.zillowstatic.com/fp/899c915b31e3db7eee555c77f88e096d-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9151 Hector Ave, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9151 Hector Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.791615,""longitude"":-117.12942},""url"":""https://www.zillow.com/homedetails/9151-Hector-Ave-San-Diego-CA-92123/16932312_zpid/""}","https://www.zillow.com/homedetails/9151-Hector-Ave-San-Diego-CA-92123/16932312_zpid/","9151 Hector Ave, San Diego, CA 92123","$885,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 11/30/2021","https://photos.zillowstatic.com/fp/4b419cc522b1a3cfc155c0190c1a070e-p_e.jpg","Save this home","KELLER WILLIAMS REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3557 Angwin Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,570""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3557 Angwin Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.807026,""longitude"":-117.1262},""url"":""https://www.zillow.com/homedetails/3557-Angwin-Dr-San-Diego-CA-92123/16919796_zpid/""}","https://www.zillow.com/homedetails/3557-Angwin-Dr-San-Diego-CA-92123/16919796_zpid/","3557 Angwin Dr, San Diego, CA 92123","$884,000","- Sold","3","bds","2","ba","1,570","sqft","Sold 08/26/2021","https://photos.zillowstatic.com/fp/2dc333586ce1e1b5c10b52b62bf6bce8-p_e.jpg","Save this home","REAL ESTATE EBROKER, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2634 Marathon Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,200""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2634 Marathon Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.793583,""longitude"":-117.122696},""url"":""https://www.zillow.com/homedetails/2634-Marathon-Dr-San-Diego-CA-92123/16932287_zpid/""}","https://www.zillow.com/homedetails/2634-Marathon-Dr-San-Diego-CA-92123/16932287_zpid/","2634 Marathon Dr, San Diego, CA 92123","$884,000","- Sold","3","bds","2","ba","1,200","sqft","Sold 07/18/2022","https://photos.zillowstatic.com/fp/066611091ebb10ab323abf2481185e72-p_e.jpg","Save this home","ELEVATED ESTATES"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2854 Amulet St, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,635""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2854 Amulet St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79631,""longitude"":-117.12745},""url"":""https://www.zillow.com/homedetails/2854-Amulet-St-San-Diego-CA-92123/16932146_zpid/""}","https://www.zillow.com/homedetails/2854-Amulet-St-San-Diego-CA-92123/16932146_zpid/","2854 Amulet St, San Diego, CA 92123","$880,000","- Sold","3","bds","2","ba","1,635","sqft","Sold 10/20/2021","https://photos.zillowstatic.com/fp/5e39a13d2e968bcc96634fa4c7d16fbd-p_e.jpg","Save this home","ACTIVE REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2626 Marathon Dr, San Diego, CA 92123"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,053""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2626 Marathon Dr"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92123""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.79344,""longitude"":-117.122604},""url"":""https://www.zillow.com/homedetails/2626-Marathon-Dr-San-Diego-CA-92123/16932286_zpid/""}","https://www.zillow.com/homedetails/2626-Marathon-Dr-San-Diego-CA-92123/16932286_zpid/","2626 Marathon Dr, San Diego, CA 92123","$880,000","- Sold","3","bds","2","ba","1,053","sqft","Sold 01/26/2022","https://photos.zillowstatic.com/fp/08dc97d6967f510194bf7bded60b713f-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
