"ListItem-c11n-8-82-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0","price","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-82-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-82-3__sc-6gojrl-0","property-card-link href","Image-c11n-8-82-3__sc-1rtmhsc-0 src","StyledButtonIcon-c11n-8-82-3__sc-wpcbcc-1","StyledPropertyCardDataArea-c11n-8-82-3__sc-yipmu-0 4"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3838 T St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""656""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3838 T St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.699093,""longitude"":-117.11164},""url"":""https://www.zillow.com/homedetails/3838-T-St-San-Diego-CA-92113/17086582_zpid/""}","https://www.zillow.com/homedetails/3838-T-St-San-Diego-CA-92113/17086582_zpid/","3838 T St, San Diego, CA 92113","$495,000","- Sold","2","bds","1","ba","656","sqft","Sold 12/02/2021","https://www.zillow.com/homedetails/3838-T-St-San-Diego-CA-92113/17086582_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.699092864990234,-117.11164093017578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=5Ub0EYRdpATItMdKHr1d4HYarnI=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4428 Logan Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4428 Logan Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.697083,""longitude"":-117.099556},""url"":""https://www.zillow.com/homedetails/4428-Logan-Ave-San-Diego-CA-92113/17092405_zpid/""}","https://www.zillow.com/homedetails/4428-Logan-Ave-San-Diego-CA-92113/17092405_zpid/","4428 Logan Ave, San Diego, CA 92113","$495,000","- Sold","2","bds","1","ba","800","sqft","Sold 02/18/2021","https://www.zillow.com/homedetails/4428-Logan-Ave-San-Diego-CA-92113/17092405_zpid/","https://photos.zillowstatic.com/fp/05970f7353877136c6d8b959309caeba-p_e.jpg","Save this home","RE/MAX CLARITY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4026 Eta St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""720""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4026 Eta St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.68696,""longitude"":-117.1075},""url"":""https://www.zillow.com/homedetails/4026-Eta-St-San-Diego-CA-92113/17093176_zpid/""}","https://www.zillow.com/homedetails/4026-Eta-St-San-Diego-CA-92113/17093176_zpid/","4026 Eta St, San Diego, CA 92113","$490,000","- Sold","2","bds","1","ba","720","sqft","Sold 12/31/2020","https://www.zillow.com/homedetails/4026-Eta-St-San-Diego-CA-92113/17093176_zpid/","https://photos.zillowstatic.com/fp/8725939076348aa6bf8c9eff5e615153-p_e.jpg","Save this home","THE LUND TEAM, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""758 Olivewood Ter, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,028""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""758 Olivewood Ter"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.698006,""longitude"":-117.11652},""url"":""https://www.zillow.com/homedetails/758-Olivewood-Ter-San-Diego-CA-92113/17086473_zpid/""}","https://www.zillow.com/homedetails/758-Olivewood-Ter-San-Diego-CA-92113/17086473_zpid/","758 Olivewood Ter, San Diego, CA 92113","$485,000","- Sold","2","bds","1","ba","1,028","sqft","Sold 04/09/2021","https://www.zillow.com/homedetails/758-Olivewood-Ter-San-Diego-CA-92113/17086473_zpid/","https://photos.zillowstatic.com/fp/60c0e32052e869a52ba9ab0ddd1f319c-p_e.jpg","Save this home","EXIT ALLIANCE REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2653 Newton Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""813""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2653 Newton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.694565,""longitude"":-117.13688},""url"":""https://www.zillow.com/homedetails/2653-Newton-Ave-San-Diego-CA-92113/17075467_zpid/""}","https://www.zillow.com/homedetails/2653-Newton-Ave-San-Diego-CA-92113/17075467_zpid/","2653 Newton Ave, San Diego, CA 92113","$480,000","- Sold","2","bds","1","ba","813","sqft","Sold 11/24/2020","https://www.zillow.com/homedetails/2653-Newton-Ave-San-Diego-CA-92113/17075467_zpid/","https://photos.zillowstatic.com/fp/375ad9708127bca5a388e10aeba98d31-p_e.jpg","Save this home","BIG BLOCK REALTY, INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3742 Clinton St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""580""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3742 Clinton St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70459,""longitude"":-117.11379},""url"":""https://www.zillow.com/homedetails/3742-Clinton-St-San-Diego-CA-92113/17086024_zpid/""}","https://www.zillow.com/homedetails/3742-Clinton-St-San-Diego-CA-92113/17086024_zpid/","3742 Clinton St, San Diego, CA 92113","$480,000","- Sold","2","bds","1","ba","580","sqft","Sold 06/08/2021","https://www.zillow.com/homedetails/3742-Clinton-St-San-Diego-CA-92113/17086024_zpid/","https://photos.zillowstatic.com/fp/a1b18bb8f93af883848dfd746b9c3c25-p_e.jpg","Save this home","COLDWELL BANKER WEST"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3746 Clinton St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""746""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3746 Clinton St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.704643,""longitude"":-117.11366},""url"":""https://www.zillow.com/homedetails/3746-Clinton-St-San-Diego-CA-92113/17086025_zpid/""}","https://www.zillow.com/homedetails/3746-Clinton-St-San-Diego-CA-92113/17086025_zpid/","3746 Clinton St, San Diego, CA 92113","$475,000","- Sold","2","bds","1","ba","746","sqft","Sold 09/03/2020","https://www.zillow.com/homedetails/3746-Clinton-St-San-Diego-CA-92113/17086025_zpid/","https://photos.zillowstatic.com/fp/0674c076af03ff70f2fb7851cba4b2f3-p_e.jpg","Save this home","ZEAL PROPERTY GROUP"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4464 Ocean View Blvd #1, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,478""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4464 Ocean View Blvd #1"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/4464-Ocean-View-Blvd-1-San-Diego-CA-92113/2083901080_zpid/""}","https://www.zillow.com/homedetails/4464-Ocean-View-Blvd-1-San-Diego-CA-92113/2083901080_zpid/","4464 Ocean View Blvd #1, San Diego, CA 92113","$471,500","- Sold","2","bds","3","ba","1,478","sqft","Sold 06/26/2020","https://www.zillow.com/homedetails/4464-Ocean-View-Blvd-1-San-Diego-CA-92113/2083901080_zpid/","https://photos.zillowstatic.com/fp/63d1e9249e425739364a77da64f85682-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1027 Sampson St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""615""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1027 Sampson St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.696636,""longitude"":-117.140434},""url"":""https://www.zillow.com/homedetails/1027-Sampson-St-San-Diego-CA-92113/17075430_zpid/""}","https://www.zillow.com/homedetails/1027-Sampson-St-San-Diego-CA-92113/17075430_zpid/","1027 Sampson St, San Diego, CA 92113","$470,000","- Sold","2","bds","1","ba","615","sqft","Sold 10/06/2020","https://www.zillow.com/homedetails/1027-Sampson-St-San-Diego-CA-92113/17075430_zpid/","https://photos.zillowstatic.com/fp/1018500dcf357528a9d124185db393ca-p_e.jpg","Save this home","EXP REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""213 S 33rd St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""756""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""213 S 33rd St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.704082,""longitude"":-117.12234},""url"":""https://www.zillow.com/homedetails/213-S-33rd-St-San-Diego-CA-92113/17085003_zpid/""}","https://www.zillow.com/homedetails/213-S-33rd-St-San-Diego-CA-92113/17085003_zpid/","213 S 33rd St, San Diego, CA 92113","$470,000","- Sold","2","bds","1","ba","756","sqft","Sold 11/03/2020","https://www.zillow.com/homedetails/213-S-33rd-St-San-Diego-CA-92113/17085003_zpid/","https://photos.zillowstatic.com/fp/7057fc8c89b472ebfba4fc4f1027aa7c-p_e.jpg","Save this home","BIG BLOCK REALTY, INC"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3863 Z St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,160""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3863 Z St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69268,""longitude"":-117.11103},""url"":""https://www.zillow.com/homedetails/3863-Z-St-San-Diego-CA-92113/17091905_zpid/""}","https://www.zillow.com/homedetails/3863-Z-St-San-Diego-CA-92113/17091905_zpid/","3863 Z St, San Diego, CA 92113","$462,500","- Sold","2","bds","2","ba","1,160","sqft","Sold 03/26/2020","https://www.zillow.com/homedetails/3863-Z-St-San-Diego-CA-92113/17091905_zpid/","https://photos.zillowstatic.com/fp/ab28130f9dffcac6b4a0632ead671fb5-p_e.jpg","Save this home","HOMETOWN REALTORS, PADILLA"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""301 S Bancroft St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""931""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""301 S Bancroft St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.70328,""longitude"":-117.123566},""url"":""https://www.zillow.com/homedetails/301-S-Bancroft-St-San-Diego-CA-92113/17085237_zpid/""}","https://www.zillow.com/homedetails/301-S-Bancroft-St-San-Diego-CA-92113/17085237_zpid/","301 S Bancroft St, San Diego, CA 92113","$460,000","- Sold","2","bds","1","ba","931","sqft","Sold 10/04/2022","https://www.zillow.com/homedetails/301-S-Bancroft-St-San-Diego-CA-92113/17085237_zpid/","https://photos.zillowstatic.com/fp/5ccf97eaa7794dd7b23342b0a6ca991f-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1015 S Evans St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""520""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1015 S Evans St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.698032,""longitude"":-117.141846},""url"":""https://www.zillow.com/homedetails/1015-S-Evans-St-San-Diego-CA-92113/17075279_zpid/""}","https://www.zillow.com/homedetails/1015-S-Evans-St-San-Diego-CA-92113/17075279_zpid/","1015 S Evans St, San Diego, CA 92113","$450,000","- Sold","2","bds","1","ba","520","sqft","Sold 03/30/2021","https://www.zillow.com/homedetails/1015-S-Evans-St-San-Diego-CA-92113/17075279_zpid/","https://photos.zillowstatic.com/fp/481aa537600ea7eb27965956c0021723-p_e.jpg","Save this home","CENTURY 21 AWARD"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3227 Commercial St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,218""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3227 Commercial St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.705055,""longitude"":-117.12453},""url"":""https://www.zillow.com/homedetails/3227-Commercial-St-San-Diego-CA-92113/17084724_zpid/""}","https://www.zillow.com/homedetails/3227-Commercial-St-San-Diego-CA-92113/17084724_zpid/","3227 Commercial St, San Diego, CA 92113","$450,000","- Sold","2","bds","2","ba","1,218","sqft","Sold 10/06/2021","https://www.zillow.com/homedetails/3227-Commercial-St-San-Diego-CA-92113/17084724_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.705055236816406,-117.12452697753906&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=vb1H0swrW0Fbb4mqCay3prLD0Z0=","Save this home","KELLER WILLIAMS REALTY"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""319 Sampson St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""660""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""319 Sampson St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.702557,""longitude"":-117.134705},""url"":""https://www.zillow.com/homedetails/319-Sampson-St-San-Diego-CA-92113/17075220_zpid/""}","https://www.zillow.com/homedetails/319-Sampson-St-San-Diego-CA-92113/17075220_zpid/","319 Sampson St, San Diego, CA 92113","$445,000","- Sold","2","bds","1","ba","660","sqft","Sold 11/28/2022","https://www.zillow.com/homedetails/319-Sampson-St-San-Diego-CA-92113/17075220_zpid/","https://photos.zillowstatic.com/fp/c5e258a3533853241e745c00e72947e4-p_e.jpg","Save this home","THE GREENHOUSE GROUP INC."
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4175 Gamma St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,265""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4175 Gamma St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689507,""longitude"":-117.10431},""url"":""https://www.zillow.com/homedetails/4175-Gamma-St-San-Diego-CA-92113/17092989_zpid/""}","https://www.zillow.com/homedetails/4175-Gamma-St-San-Diego-CA-92113/17092989_zpid/","4175 Gamma St, San Diego, CA 92113","$445,000","- Sold","2","bds","1","ba","1,265","sqft","Sold 01/22/2021","https://www.zillow.com/homedetails/4175-Gamma-St-San-Diego-CA-92113/17092989_zpid/","https://maps.googleapis.com/maps/api/streetview?size=575x242&location=32.68950653076172,-117.10430908203125&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7p8x_kHNTT8Fi9J0XbJxf0uepos=","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4178 Delta St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4178 Delta St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.689,""longitude"":-117.104324},""url"":""https://www.zillow.com/homedetails/4178-Delta-St-San-Diego-CA-92113/17092994_zpid/""}","https://www.zillow.com/homedetails/4178-Delta-St-San-Diego-CA-92113/17092994_zpid/","4178 Delta St, San Diego, CA 92113","$445,000","- Sold","2","bds","1","ba","800","sqft","Sold 07/31/2020","https://www.zillow.com/homedetails/4178-Delta-St-San-Diego-CA-92113/17092994_zpid/","https://photos.zillowstatic.com/fp/17e0f38184cd3c61f0f66671c7277ff1-p_e.jpg","Save this home","PINK FLAMINGO REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1044-46 Goodyear St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""746""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1044-46 Goodyear St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6952,""longitude"":-117.11605},""url"":""https://www.zillow.com/homedetails/1044-46-Goodyear-St-San-Diego-CA-92113/17091579_zpid/""}","https://www.zillow.com/homedetails/1044-46-Goodyear-St-San-Diego-CA-92113/17091579_zpid/","1044-46 Goodyear St, San Diego, CA 92113","$431,000","- Sold","2","bds","2","ba","746","sqft","Sold 11/18/2020","https://www.zillow.com/homedetails/1044-46-Goodyear-St-San-Diego-CA-92113/17091579_zpid/","https://photos.zillowstatic.com/fp/1132912fd96e2b92cd9ed7c46a7eee3d-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1026 S 45th St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,017""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1026 S 45th St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.695198,""longitude"":-117.098694},""url"":""https://www.zillow.com/homedetails/1026-S-45th-St-San-Diego-CA-92113/17092530_zpid/""}","https://www.zillow.com/homedetails/1026-S-45th-St-San-Diego-CA-92113/17092530_zpid/","1026 S 45th St, San Diego, CA 92113","$431,000","- Sold","2","bds","2","ba","1,017","sqft","Sold 08/04/2020","https://www.zillow.com/homedetails/1026-S-45th-St-San-Diego-CA-92113/17092530_zpid/","https://photos.zillowstatic.com/fp/15b7469efee431780a73ac10eb3fa7c1-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1044 Goodyear St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1044 Goodyear St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.6952,""longitude"":-117.11605},""url"":""https://www.zillow.com/homedetails/1044-Goodyear-St-San-Diego-CA-92113/2085649998_zpid/""}","https://www.zillow.com/homedetails/1044-Goodyear-St-San-Diego-CA-92113/2085649998_zpid/","1044 Goodyear St, San Diego, CA 92113","$431,000","- Sold","2","bds","2","ba","--","sqft","Sold 11/18/2020","https://www.zillow.com/homedetails/1044-Goodyear-St-San-Diego-CA-92113/2085649998_zpid/","https://photos.zillowstatic.com/fp/1c483a155ea2b68a35f0f6d947879e74-p_e.jpg","Save this home","RE/MAX CONNECTIONS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3626-28 Newton Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""746""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3626-28 Newton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.695095,""longitude"":-117.11605},""url"":""https://www.zillow.com/homedetails/3626-28-Newton-Ave-San-Diego-CA-92113/17091576_zpid/""}","https://www.zillow.com/homedetails/3626-28-Newton-Ave-San-Diego-CA-92113/17091576_zpid/","3626-28 Newton Ave, San Diego, CA 92113","$425,000","- Sold","2","bds","2","ba","746","sqft","Sold 10/23/2020","https://www.zillow.com/homedetails/3626-28-Newton-Ave-San-Diego-CA-92113/17091576_zpid/","https://photos.zillowstatic.com/fp/f1c924307f67397140238bc91aa74f41-p_e.jpg","Save this home",""
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3626 Newton Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3626 Newton Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.695095,""longitude"":-117.11603},""url"":""https://www.zillow.com/homedetails/3626-Newton-Ave-San-Diego-CA-92113/2085648997_zpid/""}","https://www.zillow.com/homedetails/3626-Newton-Ave-San-Diego-CA-92113/2085648997_zpid/","3626 Newton Ave, San Diego, CA 92113","$425,000","- Sold","2","bds","2","ba","--","sqft","Sold 10/23/2020","https://www.zillow.com/homedetails/3626-Newton-Ave-San-Diego-CA-92113/2085648997_zpid/","https://photos.zillowstatic.com/fp/9ff15a4781b0f38f097204044d4b76fd-p_e.jpg","Save this home","RE/MAX CONNECTIONS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1030 Sicard St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""836""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1030 Sicard St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69565,""longitude"":-117.13913},""url"":""https://www.zillow.com/homedetails/1030-Sicard-St-San-Diego-CA-92113/17075440_zpid/""}","https://www.zillow.com/homedetails/1030-Sicard-St-San-Diego-CA-92113/17075440_zpid/","1030 Sicard St, San Diego, CA 92113","$420,000","- Sold","2","bds","1","ba","836","sqft","Sold 02/08/2021","https://www.zillow.com/homedetails/1030-Sicard-St-San-Diego-CA-92113/17075440_zpid/","https://photos.zillowstatic.com/fp/71fe52e4aafcbbcbf51d9923882301c6-p_e.jpg","Save this home","HEARTLAND REAL ESTATE"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4026 Marine View Ave, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""858""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4026 Marine View Ave"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.684803,""longitude"":-117.10634},""url"":""https://www.zillow.com/homedetails/4026-Marine-View-Ave-San-Diego-CA-92113/17093457_zpid/""}","https://www.zillow.com/homedetails/4026-Marine-View-Ave-San-Diego-CA-92113/17093457_zpid/","4026 Marine View Ave, San Diego, CA 92113","$420,000","- Sold","2","bds","1","ba","858","sqft","Sold 09/03/2020","https://www.zillow.com/homedetails/4026-Marine-View-Ave-San-Diego-CA-92113/17093457_zpid/","https://photos.zillowstatic.com/fp/b7ef7346b825ba5af2b1050e03d6bb96-p_e.jpg","Save this home","COMPASS"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1028-30 Goodyear St, San Diego, CA 92113"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""746""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1028-30 Goodyear St"",""addressLocality"":""San Diego"",""addressRegion"":""CA"",""postalCode"":""92113""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":32.69541,""longitude"":-117.11606},""url"":""https://www.zillow.com/homedetails/1028-30-Goodyear-St-San-Diego-CA-92113/17091581_zpid/""}","https://www.zillow.com/homedetails/1028-30-Goodyear-St-San-Diego-CA-92113/17091581_zpid/","1028-30 Goodyear St, San Diego, CA 92113","$419,500","- Sold","2","bds","2","ba","746","sqft","Sold 11/30/2020","https://www.zillow.com/homedetails/1028-30-Goodyear-St-San-Diego-CA-92113/17091581_zpid/","https://photos.zillowstatic.com/fp/eb81fe6d14d250f981442e643abc6a81-p_e.jpg","Save this home",""
